N° Incident;Open Date & Time;Assign To;Status;Customer;End Customer;N° Dossier Client;Country;HUB;Open By;Brend;Model;Component;Planning Date;Partner;Engineer;Couverture / Délais;Date limite;Etat;Groupe de l'opérateur;Close Date & Time;IB_SLA-GTI;IB_SLA-GTR;Serial #;IB_SLA-GBL
63854;11/16/2016 2:25:08 PM;FPARISI;PLANNING;HP - SPM;TELECOM POMEZIA;5315001938;Italy;Europe;FPARISI;IBM;SERVER;TO BE DEFINED problem;11/24/2016 7:00:00 PM;TTS;BENEDETTI / GALASSI;BEST_EFFORT;11/23/2016 2:25:08 PM;O;CALL;;OK;;;OK
63848;11/16/2016 1:12:13 PM;FPARISI;CLOSED;IBM - NIP;ENI MODENA;A25X5DH;Italy;Europe;FPARISI;CISCO;NETWORK;Network interface problem;11/17/2016 7:00:00 PM;CM Service;Martinelli;H+4 SITE;11/17/2016 3:20:32 PM;C;CALL;11/17/2016 2:07:31 PM;OK;;;OK
63847;11/16/2016 1:12:11 PM;FPARISI;CLOSED;IBM - NIP;ENI MODENA;A25X5DG;Italy;Europe;FPARISI;CISCO;NETWORK;POWER problem;11/17/2016 7:00:00 PM;CM Service;Martinelli;H+4 SITE;11/17/2016 3:17:58 PM;C;CALL;11/17/2016 2:07:49 PM;OK;;;OK
63844;11/16/2016 1:00:17 PM;FPARISI;CLOSED;IBM - NIP;BMW ROMA;A25X1RY;Italy;Europe;FPARISI;CISCO;NETWORK;TELEPHONE problem;11/18/2016 7:00:00 PM;TNT;Corriere;J+1;11/19/2016 8:59:04 AM;C;CALL;11/18/2016 9:30:30 AM;OK;;;OK
63843;11/16/2016 1:00:13 PM;FPARISI;CLOSED;IBM - NIP;BMW ROMA;A25X1RF;Italy;Europe;FPARISI;CISCO;NETWORK;TELEPHONE problem;11/18/2016 7:00:00 PM;TNT;Corriere;J+1;11/19/2016 8:59:21 AM;C;CALL;11/18/2016 9:30:40 AM;OK;;;OK
63842;11/16/2016 1:00:09 PM;FPARISI;CLOSED;IBM - NIP;BMW ROMA;A25X1R4;Italy;Europe;FPARISI;CISCO;NETWORK;TELEPHONE problem;11/18/2016 7:00:00 PM;TNT;Corriere;J+1;11/19/2016 8:59:47 AM;C;CALL;11/18/2016 9:30:49 AM;OK;;;OK
63841;11/16/2016 1:00:04 PM;FPARISI;CLOSED;IBM - NIP;BMW ROMA;A25X1C8;Italy;Europe;FPARISI;CISCO;NETWORK;TELEPHONE problem;11/18/2016 7:00:00 PM;TNT;Corriere;J+1;11/19/2016 8:59:58 AM;C;CALL;11/18/2016 9:30:59 AM;OK;;;OK
63840;11/16/2016 12:59:59 PM;FPARISI;CLOSED;IBM - NIP;BMW ROMA;A25X1C7;Italy;Europe;FPARISI;CISCO;NETWORK;TELEPHONE problem;11/18/2016 7:00:00 PM;TNT;Corriere;J+1;11/19/2016 9:00:11 AM;C;CALL;11/18/2016 9:31:56 AM;OK;;;OK
63838;11/16/2016 12:45:56 PM;LECOINTE;CLOSED;HP - SPM;TELECOM POMEZIA;5314998084;Italy;Europe;LECOINTE;IBM;SERVER;TO BE DEFINED problem;;;;BEST_EFFORT;11/23/2016 12:45:56 PM;C;CALL;11/23/2016 2:30:44 PM;OK;;;OK
63834;11/16/2016 12:07:31 PM;LECOINTE;CLOSED;HP - SPM;TELECOM POMEZIA;5314997178;Italy;Europe;LECOINTE;IBM;SERVER;TO BE DEFINED problem;11/24/2016 3:00:00 PM;TTS;BENEDETTI / GALASSI;BEST_EFFORT;11/30/2016 11:26:14 AM;C;CALL;11/24/2016 3:15:25 PM;OK;;;OK
63830;11/16/2016 11:58:37 AM;FPARISI;CLOSED;IBM - NIP;ENI CAVRIAGO;A25X1T9;Italy;Europe;FPARISI;CISCO;NETWORK;POWER problem;11/18/2016 7:00:00 PM;CM Service;Carlo Martinelli;H+4 SITE;11/18/2016 3:01:32 PM;C;CALL;11/18/2016 11:30:09 AM;OK;;;OK
63829;11/16/2016 11:57:50 AM;DFURCAS;CLOSED;HP - SPM;TELECOM FIRENZE;5314984440;Italy;Europe;DFURCAS;SUN / ORACLE;SERVER;POWER problem;11/17/2016 4:00:00 PM;omega;cecchi / battaglia;H+8;11/18/2016 2:05:09 PM;C;CALL;11/17/2016 3:24:26 PM;OK;;;OK
63820;11/16/2016 11:42:16 AM;DFURCAS;CLOSED;APOGEO - APOGEO;APOGEO ITS;OFF-2016-099_CC4048178;Italy;Europe;DFURCAS;IBM;SERVER;HDD problem;11/17/2016 3:00:00 PM;;;J+1;11/17/2016 2:44:36 PM;C;CALL;11/16/2016 2:48:23 PM;OK;;;OK
63816;11/16/2016 11:28:24 AM;LECOINTE;CLOSED;ERREVI - UNIV. STUDI BOLOGNA - CESIA;UNIV. STUDI BOLOGNA - CESIA;N/C;Italy;Europe;LECOINTE;EMC;STORAGE;HDD problem;11/18/2016 3:00:00 PM;UPS;Corriere;J+1;11/18/2016 6:32:36 AM;C;CALL;11/17/2016 10:36:22 AM;OK;;CKM00114501377;OK
63815;11/16/2016 11:25:29 AM;FPARISI;CLOSED;SSCS - HUHTAMAKI;TCS;SO 159020;Italy;Europe;FPARISI;IBM;SERVER;HDD problem;11/18/2016 2:00:00 PM;TNT;Corriere;J+1;11/18/2016 5:20:02 PM;C;CALL;11/21/2016 9:48:11 AM;OK;;KD74YBK;OK
63814;11/16/2016 11:19:00 AM;FPARISI;CLOSED;HP - SPM;TELECOM ROMA;5315000526;Italy;Europe;FPARISI;IBM;SERVER;HDD problem;;;;H+8;11/17/2016 10:19:00 AM;C;CALL;11/18/2016 4:11:23 PM;OK;;;OK
63812;11/16/2016 11:15:10 AM;DFURCAS;CLOSED;HP - SPM;TELECOM ROMA;5315000159;Italy;Europe;DFURCAS;IBM;SERVER;TO BE DEFINED problem;;;;H+8;11/21/2016 4:49:36 PM;C;CALL;11/21/2016 11:40:44 AM;OK;;;OK
63805;11/16/2016 10:36:46 AM;DFURCAS;CLOSED;APOGEO - APOGEO;APOGEO ITS;SUP-0459SIEMENS4;Italy;Europe;DFURCAS;DELL;SERVER;HDD problem;11/17/2016 10:00:00 AM;apogeo;tecnici apogeo;J+1;11/18/2016 9:54:50 AM;C;CALL;11/17/2016 1:02:56 PM;OK;;;OK
63803;11/16/2016 10:01:16 AM;FPARISI;CLOSED;IBM - NIP;ENGINEERING INGEGNERIA INFORMATICA SPA;A25X1ZS;Italy;Europe;FPARISI;EMC;SERVER;HDD problem;11/17/2016 7:00:00 PM;IB ITALIA DCS;Leonardo Durante;H+4 SITE;11/18/2016 9:59:06 AM;C;CALL;11/17/2016 3:26:09 PM;OK;;;OK
63797;11/16/2016 8:55:57 AM;LECOINTE;CLOSED;APOGEO - APOGEO;APOGEO ITS;KCOMUNE-2448633-ROVERETO5;Italy;Europe;LECOINTE;HP;SERVER;BATTERY Problem;11/18/2016 12:00:00 PM;DHL;Corriere;BEST_EFFORT;11/24/2016 2:20:22 PM;C;CALL;11/17/2016 10:59:40 PM;OK;;;OK
63778;11/15/2016 9:17:38 PM;SADDOLORATO;CLOSED;HP - SPM;TELECOM POMEZIA;5314982965;Italy;Europe;SADDOLORATO;IBM;SERVER;TO BE DEFINED problem;11/17/2016 7:00:00 PM;IB ITALIA DCS;Filippo Marro;H+8;11/18/2016 4:30:35 PM;C;CALL;11/18/2016 11:57:46 AM;OK;;KD61Y1F;OK
63775;11/15/2016 8:06:21 PM;SADDOLORATO;CLOSED;HP - SPM;TELECOM POMEZIA;5314981755;Italy;Europe;SADDOLORATO;LENOVO;SERVER;TO BE DEFINED problem;11/17/2016 7:00:00 PM;IB ITALIA DCS;Filippo Marro;H+8;11/18/2016 4:30:17 PM;C;CALL;11/18/2016 11:57:42 AM;OK;;KD42D6K;OK
63772;11/15/2016 7:00:27 PM;FPARISI;RESOLVED;HP - SPM;TELECOM TORINO;5314980324;Italy;Europe;DFURCAS;NETAPP;SERVER;HDD problem;11/23/2016 6:00:00 PM;IB ITALIA DCS;Leonardo Durante;H+8;11/16/2016 5:52:00 PM;O;CALL;;NOK;;;NOK
63769;11/15/2016 6:30:18 PM;DFURCAS;CLOSED;UNIECO;UNIECO;NC;Italy;Europe;DFURCAS;HP;SERVER;TO BE DEFINED problem;11/17/2016 7:00:00 PM;cm service;tecnici cm service;H+4 SITE 24;11/17/2016 10:00:46 PM;C;CALL;11/18/2016 3:57:11 PM;OK;;CZC93176QV;OK
63764;11/15/2016 5:46:16 PM;DFURCAS;CLOSED;UNIBZ;UNIBZ;NC;Italy;Europe;DFURCAS;EMC;SERVER;HDD problem;11/16/2016 5:00:00 PM;unibz;troi;H+8;11/17/2016 3:51:06 PM;C;CALL;11/16/2016 5:28:09 PM;OK;;CKM00103000248;OK
63759;11/15/2016 4:46:52 PM;FPARISI;CLOSED;HP - SPM;TELECOM ORIOLO;5314976015;Italy;Europe;FPARISI;IBM;SERVER;TO BE DEFINED problem;11/17/2016 7:00:00 PM;IB ITALIA DCS;Roberto Vaudi;H+8;11/18/2016 4:34:44 PM;C;CALL;11/17/2016 5:56:26 PM;OK;;KKVNY0G;OK
63758;11/15/2016 4:42:21 PM;SADDOLORATO;CLOSED;IBM - NIP;ENI ROMA;A25X106;Italy;Europe;SADDOLORATO;CISCO;NETWORK;ROUTER SWITCH Problem;11/16/2016 11:00:00 AM;IB Italia DCS;Roberto Vaudi;H+4 SITE;11/16/2016 2:31:02 PM;C;CALL;11/17/2016 5:47:17 PM;OK;;;OK
63757;11/15/2016 4:34:28 PM;FPARISI;CLOSED;HP - SPM;TELECOM ORIOLO;5314975202;Italy;Europe;FPARISI;IBM;SERVER;TO BE DEFINED problem;11/17/2016 7:00:00 PM;IB ITALIA DCS;Roberto Vaudi;H+8;11/18/2016 4:44:21 PM;C;CALL;11/17/2016 5:55:59 PM;OK;;KKVNY0L;OK
63756;11/15/2016 4:24:47 PM;FPARISI;CLOSED;HP - SPM;SKY MILANO;5314898973;Italy;Europe;FPARISI;CISCO;NETWORK;Network interface problem;11/21/2016 7:00:00 PM;DHL;Corriere;J+1;11/18/2016 5:58:26 PM;C;CALL;11/18/2016 2:27:45 PM;OK;;;OK
63755;11/15/2016 4:05:37 PM;DFURCAS;CLOSED;LASER - INSULA - VERITAS;INSULA VE;J87720;Italy;Europe;DFURCAS;HP;SERVER;TO BE DEFINED problem;11/16/2016 5:00:00 PM;mbit;borina;H+4 SITE 24;11/16/2016 4:26:01 PM;C;CALL;11/16/2016 1:02:05 PM;OK;;GB8012NP7W;OK
63754;11/15/2016 4:05:30 PM;DFURCAS;CLOSED;LASER - INSULA - VERITAS;INSULA VE;J87719;Italy;Europe;DFURCAS;HP;SERVER;POWER problem;11/17/2016 5:00:00 PM;mbit;borina;J+1;11/17/2016 4:26:30 PM;C;CALL;11/21/2016 4:44:51 PM;OK;;GB8012NP92;OK
63750;11/15/2016 3:06:46 PM;LECOINTE;CLOSED;APOGEO - APOGEO;APOGEO ITS;KCSI-2015000248-PIEM000001368676;Italy;Europe;LECOINTE;SUN / ORACLE;SERVER;POWER problem;11/22/2016 2:00:00 PM;TNT CARRIER;TNT CARRIER;H+4 SITE;11/16/2016 10:06:46 AM;C;CALL;11/22/2016 10:20:21 AM;NOK;;;NOK
63746;11/15/2016 2:43:56 PM;LECOINTE;CLOSED;ALU - ITALY - WIND MCP;WIND MCP;1-6531566;Italy;Europe;LECOINTE;SUN / ORACLE;SERVER;FAN problem;11/23/2016 4:00:00 PM;Paolo Cruciani;Paolo Cruciani;H+4 SITE;11/24/2016 10:48:35 AM;C;CALL;11/24/2016 11:42:04 AM;OK;;;OK
63745;11/15/2016 2:36:41 PM;SADDOLORATO;CLOSED;TPR;TPR;;Italy;Europe;SADDOLORATO;HP;STORAGE;DRIVE problem;11/21/2016 2:00:00 PM;DHL;Corriere;J+1;11/16/2016 2:36:41 PM;C;CALL;11/18/2016 2:45:28 PM;NOK;;;NOK
63736;11/15/2016 12:47:21 PM;FPARISI;CLOSED;APOGEO - APOGEO;APOGEO ITS;SUP-0459SIEMENS3;Italy;Europe;FPARISI;DELL;SERVER;TO BE DEFINED problem;11/18/2016 4:00:00 PM;TNT;Corriere;J+1;11/16/2016 12:47:21 PM;C;CALL;11/17/2016 2:33:33 PM;NOK;;;NOK
63735;11/15/2016 12:40:36 PM;DFURCAS;CLOSED;IT-KSI - UNIVERSITA NAPOLI;IT-KSI - UNIVERSITA NAPOLI;NC;Italy;Europe;DFURCAS;HP;SERVER;HDD problem;11/16/2016 3:00:00 PM;universita di napoli;bottalico / Di Mauro;J+1;11/17/2016 2:56:27 PM;C;CALL;11/16/2016 3:21:39 PM;OK;;SGA9340252;OK
63734;11/15/2016 12:33:38 PM;SADDOLORATO;CLOSED;APOGEO - APOGEO;APOGEO ITS;OFF-2016-099_CC4046914;Italy;Europe;SADDOLORATO;SUN / ORACLE;SERVER;HDD problem;;;;J+1;11/16/2016 2:23:42 PM;C;CALL;11/15/2016 2:33:06 PM;OK;;;OK
63733;11/15/2016 12:26:45 PM;DFURCAS;CLOSED;APOGEO - APOGEO;APOGEO ITS;KLFOUN-4500014784-AVEZ20;Italy;Europe;DFURCAS;NETAPP;SERVER;HDD problem;11/16/2016 12:00:00 PM;apogeo;gentile;J+1;11/17/2016 10:54:38 AM;C;CALL;11/16/2016 11:00:50 AM;OK;;;OK
63727;11/15/2016 11:55:49 AM;FPARISI;CLOSED;BWIN - BWIN;BWIN;N/C;Italy;Europe;FPARISI;DELL;SERVER;HDD problem;11/15/2016 7:00:00 PM;-;Stefano Benedetti;H+4 SITE;11/16/2016 12:33:21 PM;C;CALL;11/16/2016 9:08:20 AM;OK;;6VHCCG1;OK
63726;11/15/2016 11:53:05 AM;DFURCAS;CLOSED;TPR;TPR;NC;Italy;Europe;DFURCAS;CISCO;SERVER;TO BE DEFINED problem;11/16/2016 12:00:00 PM;tpr;freni;J+1;11/17/2016 11:39:25 AM;C;CALL;11/16/2016 3:16:32 PM;OK;;;OK
63717;11/15/2016 11:18:04 AM;LECOINTE;CLOSED;TPR;TPR;N/C;Italy;Europe;LECOINTE;HP;STORAGE;HDD problem;11/16/2016 7:00:00 PM;TNT;Corriere;J+1;11/17/2016 11:39:31 AM;C;CALL;11/16/2016 5:02:43 PM;OK;;;OK
63702;11/15/2016 10:03:53 AM;FPARISI;CLOSED;FABBRICA DIGITALE;FABBRICA DIGITALE;N/C;Italy;Europe;FPARISI;DELL;SERVER;HDD problem;11/15/2016 6:00:00 PM;IB ITALIA DCS;Valerio Sciarretta;H+4 SITE;11/15/2016 4:22:20 PM;C;CALL;11/17/2016 10:36:57 AM;OK;;4WSVJY1;OK
63686;11/15/2016 1:07:13 AM;SADDOLORATO;CLOSED;HP - SPM;EON SETTIMO;5314950036;Italy;Europe;SADDOLORATO;NETAPP;SERVER;HDD problem;11/15/2016 5:00:00 PM;Ib Italia DCS;Vincenzo Chieppa;H+4 SITE 24;11/15/2016 8:59:32 PM;C;CALL;11/17/2016 3:15:10 PM;OK;;20008522;OK
63676;11/14/2016 6:54:24 PM;DFURCAS;CLOSED;APOGEO - APOGEO;APOGEO ITS;SF_118_16_OSPRIUNTS3;Italy;Europe;DFURCAS;SUN / ORACLE;SERVER;HDD problem;11/16/2016 3:00:00 PM;apogeo;tecnici apogeo;J+1;11/17/2016 2:50:25 PM;C;CALL;11/16/2016 3:10:03 PM;OK;;;OK
63671;11/14/2016 5:15:52 PM;DFURCAS;CLOSED;HP - SPM;TELECOM NAPOLI;5314936548;Italy;Europe;DFURCAS;SUN / ORACLE;SERVER;TO BE DEFINED problem;11/17/2016 4:00:00 PM;HP;tecnico HP;BEST_EFFORT;11/24/2016 12:57:18 PM;C;CALL;11/18/2016 12:01:39 PM;OK;;;OK
63663;11/14/2016 4:41:42 PM;FPARISI;CLOSED;IBM - NIP;ENGINEERING INGEGNERIA INFORMATICA SPA;A25XFP6;Italy;Europe;FPARISI;EMC;SERVER;HDD problem;11/15/2016 7:00:00 PM;IB ITALIA DCS;Leonardo Durante;H+4 SITE;11/16/2016 10:21:48 AM;C;CALL;11/15/2016 3:36:06 PM;OK;;;OK
63660;11/14/2016 4:17:18 PM;DFURCAS;CLOSED;HP - SPM;TELECOM SPARKLE;5314938423;Italy;Europe;DFURCAS;IBM;SERVER;TO BE DEFINED problem;11/17/2016 3:00:00 PM;tts;galassi;H+8;11/18/2016 1:03:31 PM;C;CALL;11/17/2016 3:20:17 PM;OK;;;OK
63652;11/14/2016 3:42:14 PM;LECOINTE;CLOSED;FERRETTI - FERRETTI;FERRETTI;N/C;Italy;Europe;LECOINTE;IBM;SERVER;HDD problem;11/16/2016 4:00:00 PM;RTC/APOGEO;Luciano d'Andrea;J+1;11/15/2016 4:47:53 PM;C;CALL;11/17/2016 10:37:06 PM;NOK;;78N1A22;NOK
63649;11/14/2016 3:29:58 PM;FPARISI;CLOSED;IBM;TERMINALE GNL ADRIATIC;A25HYW4;Italy;Europe;FPARISI;CISCO;NETWORK;TELEPHONE problem;11/22/2016 2:00:00 PM;DHL;Corriere;BEST_EFFORT;11/21/2016 4:57:13 PM;C;CALL;11/23/2016 3:21:40 PM;OK;;;OK
63645;11/14/2016 2:47:38 PM;SADDOLORATO;WAITING CLIENT;Accenture;ACCENTURE;;Italy;Europe;SADDOLORATO;HP;SERVER;NO HW Problem;;;;BEST_EFFORT;11/21/2016 2:47:38 PM;O;CALL;;OK;;;OK
63638;11/14/2016 1:48:38 PM;LECOINTE;CLOSED;ALU - ITALY - WIND MCP;WIND MCP;1-6531566;Italy;Europe;LECOINTE;SUN / ORACLE;SERVER;FAN problem;11/17/2016 11:00:00 AM;IB ITALIA DCS SRL;Pasquino Bocci;H+4 SITE;11/17/2016 1:11:17 PM;C;CALL;11/17/2016 10:47:26 PM;OK;;TN64630067;OK
63636;11/14/2016 1:42:33 PM;LECOINTE;CLOSED;HP - SPM;ENI PALERMO;5314933509;Italy;Europe;LECOINTE;DELL;SERVER;POWER problem;11/16/2016 3:00:00 PM;TNT;Corriere;J+1;11/17/2016 3:00:04 PM;C;CALL;11/17/2016 3:09:46 PM;OK;;;OK
63633;11/14/2016 1:13:59 PM;FPARISI;CLOSED;APOGEO - APOGEO;APOGEO ITS;KINFRAC-6983-ASS278;Italy;Europe;FPARISI;EMC;SERVER;HDD problem;11/16/2016 1:00:00 PM;TNT;Corriere;J+1;11/17/2016 12:54:36 PM;C;CALL;11/16/2016 4:54:06 PM;OK;;;OK
63632;11/14/2016 1:11:13 PM;SADDOLORATO;CLOSED;HP - SPM;TELECOM ORIOLO;5314932447;Italy;Europe;SADDOLORATO;SUN / ORACLE;SERVER;POWER problem;;;;BEST_EFFORT;11/21/2016 1:11:13 PM;C;CALL;11/14/2016 2:21:53 PM;OK;;;OK
63631;11/14/2016 1:09:40 PM;LECOINTE;CLOSED;APOGEO - APOGEO;APOGEO ITS;16ORDF17049-0003A02_54;Italy;Europe;LECOINTE;EMC;STORAGE;POWER problem;11/15/2016 3:00:00 PM;TNT CARRIER;TNT CARRIER;H+4 SITE;11/15/2016 5:43:15 PM;C;CALL;11/17/2016 2:53:46 PM;OK;;;OK
63628;11/14/2016 12:32:24 PM;SADDOLORATO;CLOSED;APOGEO - APOGEO;APOGEO ITS;SUP-506AGFAGEVAERT100;Italy;Europe;SADDOLORATO;SUN / ORACLE;STORAGE;CONTROLLER problem;11/17/2016 5:00:00 PM;TNT;Corriere;J+1;11/15/2016 12:32:24 PM;C;CALL;11/16/2016 4:53:56 PM;OK;;;OK
63626;11/14/2016 12:31:18 PM;LECOINTE;CLOSED;ANSA;ANSA;N/C;Italy;Europe;LECOINTE;IBM;SERVER;FAN problem;11/16/2016 5:00:00 PM;TNT;Corriere;H+4 SITE;11/15/2016 4:53:12 PM;C;CALL;11/16/2016 1:59:33 PM;OK;;99A8360;OK
63625;11/14/2016 12:23:43 PM;SADDOLORATO;CLOSED;FABBRICA DIGITALE;FABBRICA DIGITALE;;Italy;Europe;SADDOLORATO;DELL;SERVER;HDD problem;11/14/2016 5:00:00 PM;IB Italia DCS;Leo/Vale;H+4 SITE 24;11/14/2016 8:03:51 PM;C;CALL;11/14/2016 4:22:50 PM;OK;;;OK
63624;11/14/2016 12:17:35 PM;FPARISI;CLOSED;HP - SPM;TELECOM BARI;5314900564;Italy;Europe;FPARISI;DELL;SERVER;HDD problem;11/21/2016 7:00:00 PM;-;Talienti / Miolli;BEST_EFFORT;11/25/2016 1:58:33 PM;C;CALL;11/21/2016 4:28:39 PM;OK;;;OK
63622;11/14/2016 12:11:14 PM;LECOINTE;CLOSED;APOGEO - APOGEO;APOGEO ITS;KSTM-3000175907-NETRA2;Italy;Europe;LECOINTE;SUN / ORACLE;SERVER;Memory problem;11/15/2016 2:00:00 PM;TNT CARRIER;TNT CARRIER;J+1;11/16/2016 9:39:36 AM;C;CALL;11/15/2016 12:43:08 PM;OK;;;OK
63618;11/14/2016 11:52:41 AM;LECOINTE;CLOSED;EUROPCAR - EUROPCAR;EUROPCAR;N/C;Italy;Europe;LECOINTE;IBM;STORAGE;HDD problem;11/15/2016 2:00:00 PM;TECH ROMA;Rodolfo Rasseni;H+4 SITE;11/15/2016 5:59:59 PM;C;CALL;11/15/2016 2:30:53 PM;OK;;1333457;OK
63613;11/14/2016 11:40:09 AM;FPARISI;WAITING CLIENT;HP - SPM;TELECOM ORIOLO;5314897719;Italy;Europe;FPARISI;SUN / ORACLE;SERVER;HDD problem;;;;BEST_EFFORT;11/21/2016 11:40:09 AM;O;CALL;;OK;;;OK
63612;11/14/2016 11:34:39 AM;DFURCAS;CLOSED;TPR;TPR;NC;Italy;Europe;DFURCAS;HP;SERVER;HDD problem;11/15/2016 3:00:00 PM;tpr;gnecchi;J+1;11/16/2016 2:52:04 PM;C;CALL;11/15/2016 3:52:04 PM;OK;;;OK
63602;11/14/2016 10:51:57 AM;DFURCAS;CLOSED;SDI - TUNISIA;SDI - TUNISIA;NC;Italy;Europe;DFURCAS;HP;SERVER;MOTHERBOARD problem;11/16/2016 6:00:00 PM;sdi;ingrassia;J+1;11/15/2016 10:51:57 AM;C;CALL;11/16/2016 6:35:20 PM;OK;;;OK
63599;11/14/2016 10:44:22 AM;FPARISI;CLOSED;IBM - NIP;ENGINEERING INGEGNERIA INFORMATICA SPA;A25XFWW;Italy;Europe;FPARISI;EMC;NETWORK;HDD problem;11/15/2016 8:00:00 PM;IB ITALIA DCS;Leonardo Durante;H+4 SITE;11/16/2016 9:33:05 AM;C;CALL;11/15/2016 3:36:21 PM;OK;;;OK
63593;11/14/2016 10:15:19 AM;FPARISI;CLOSED;TPR;TPR;N/C;Italy;Europe;FPARISI;HP;NETWORK;HDD problem;11/18/2016 1:00:00 PM;FEDEX;Corriere;J+1;11/15/2016 10:15:19 AM;C;CALL;11/17/2016 2:29:52 PM;NOK;;;NOK
63591;11/14/2016 10:01:25 AM;FPARISI;CLOSED;IBM - NIP;ENI ROMA;A25XFGV;Italy;Europe;FPARISI;CISCO;NETWORK;Network interface problem;11/15/2016 7:00:00 PM;IB ITALIA DCS;Filippo Marro;H+4 SITE;11/16/2016 10:35:24 AM;C;CALL;11/15/2016 5:12:12 PM;OK;;;OK
63586;11/14/2016 9:40:41 AM;SADDOLORATO;CLOSED;IBM - NIP;ESSELUNGA;A25XFX3;Italy;Europe;SADDOLORATO;DELL;SERVER;HDD problem;11/16/2016 9:00:00 AM;-;Valerio Sciarretta;H+4 SITE 24;11/16/2016 12:21:57 PM;C;CALL;11/16/2016 10:14:20 AM;OK;;91CD85J;OK
63570;11/13/2016 7:08:16 PM;LECOINTE;CLOSED;HP - SPM;TELECOM FIRENZE;5314908965;Italy;Europe;LECOINTE;CISCO;NETWORK;CTRL problem;11/14/2016 1:00:00 PM;IB Italia DCS;Yuri Pierelli;BEST_EFFORT;11/21/2016 1:00:26 PM;C;CALL;11/17/2016 2:51:45 PM;OK;;;OK
63564;11/13/2016 11:43:16 AM;LECOINTE;CLOSED;FERRETTI - FERRETTI;FERRETTI;N/C;Italy;Europe;LECOINTE;IBM;SERVER;Memory problem;11/16/2016 4:00:00 PM;RTC/APOGEO;Luciano d'Andrea;J+1;11/15/2016 4:47:53 PM;C;CALL;11/17/2016 10:36:56 PM;NOK;;KD2G9B0;NOK
63559;2016-12-11 22:48:34;LECOINTE;CLOSED;IBM - NIP;COMUNE DI MILANO;N/C;Italy;Europe;LECOINTE;EMC;STORAGE;TO BE DEFINED problem;11/13/2016 2:30:00 AM;IB ITALIA DCS SRL;Vincenzo Chieppa;BEST_EFFORT;11/18/2016 6:00:00 PM;C;CALL;11/15/2016 1:56:40 PM;OK;;3100065;OK
63553;2016-12-11 10:55:38;LECOINTE;CLOSED;HP - PO CROSS;TELECOM ORIOLO;5314906831;Italy;Europe;LECOINTE;HP;STORAGE;CTRL problem;2016-12-11 14:30:00;IB ITALIA DCS SRL;Filippo Marro;BEST_EFFORT;11/18/2016 6:00:00 PM;C;CALL;11/14/2016 6:02:34 PM;OK;;;OK
63551;2016-12-11 08:30:34;LECOINTE;CLOSED;BANCA SELLA - BANCA SELLA;BANCA SELLA - BANCA SELLA;N/C;Italy;Europe;LECOINTE;NETAPP;STORAGE;HDD problem;11/14/2016 3:30:00 PM;Banca Sella S.p.A;Banca Sella S.p.A;H+4 SITE;11/15/2016 10:30:11 AM;C;CALL;11/15/2016 9:47:41 AM;OK;;200000105208;OK
63545;2016-11-11 18:16:51;DFURCAS;CLOSED;PRYSMIAN;PRYSMIAN;477069;Italy;Europe;DFURCAS;DELL;SERVER;HDD problem;11/14/2016 6:00:00 PM;prysmian;riondino;H+4 SITE 24;11/14/2016 9:55:26 PM;C;CALL;11/16/2016 3:18:51 PM;OK;;J6YDB3J;OK
63544;2016-11-11 18:08:53;FPARISI;RESOLVED;IBM - NIP;AKZONOBEL;A25XFFH;Italy;Europe;FPARISI;CISCO;NETWORK;TO BE DEFINED problem;11/16/2016 7:00:00 PM;IB ITALIA DCS;Leonardo Durante;J+1;11/17/2016 6:21:44 PM;O;CALL;;OK;;;OK
63543;2016-11-11 17:47:01;DFURCAS;CLOSED;HP - SPM;TELECOM POMEZIA;5314899380;Italy;Europe;DFURCAS;IBM;SERVER;Memory problem;11/17/2016 7:00:00 PM;IB ITALIA DCS;Filippo Marro;H+8;11/18/2016 4:30:17 PM;C;CALL;11/18/2016 11:57:37 AM;OK;;;OK
63542;2016-11-11 17:28:09;FPARISI;CLOSED;HP - SPM;TELECOM ROZZANO;5314872189;Italy;Europe;FPARISI;SUN / ORACLE;SERVER;HDD problem;11/15/2016 7:00:00 PM;IB ITALIA DCS;Vincenzo Chieppa;H+8;11/16/2016 4:30:22 PM;C;CALL;11/16/2016 9:40:15 AM;OK;;;OK
63540;2016-11-11 16:30:20;SADDOLORATO;WAITING CLIENT;HP - SPM;TELECOM ORIOLO;5314895384;Italy;Europe;SADDOLORATO;SUN / ORACLE;SERVER;HDD problem;;;;BEST_EFFORT;11/18/2016 6:00:00 PM;O;CALL;;OK;;;OK
63539;2016-11-11 16:27:20;FPARISI;CLOSED;APOGEO - APOGEO;APOGEO ITS;2016-CP001-1-0_LT_7;Italy;Europe;FPARISI;HP;NETWORK;TO BE DEFINED problem;;;;J+1;2016-12-11 17:05:31;C;CALL;11/14/2016 12:32:30 PM;NOK;;;NOK
63538;2016-11-11 16:12:16;FPARISI;CLOSED;IBM - NIP;POMELLATO;A25X7WC;Italy;Europe;FPARISI;CISCO;NETWORK;TELEPHONE problem;11/15/2016 5:00:00 PM;UPS;Corriere;BEST_EFFORT;11/21/2016 5:41:13 PM;C;CALL;11/17/2016 2:50:38 PM;OK;;;OK
