N° Incident;Open Date & Time;Assign To;Status;Customer;End Customer;N° Dossier Client;Country;HUB;Open By;Brend;Model;Component;Planning Date;Partner;Engineer;Couverture / Délais;Date limite;Etat;Groupe de l'opérateur;Close Date & Time;IB_SLA-GTI;IB_SLA-GTR;Serial #;IB_SLA-GBL
63536;2016-11-11 15:44:49;SADDOLORATO;CLOSED;HP - SPM;TELECOM BOLOGNA;5314895924;Italy;Europe;DFURCAS;IBM;SERVER;TO BE DEFINED problem;11/14/2016 4:00:00 PM;omega;cecchi / battaglia;H+8;11/15/2016 3:00:13 PM;C;CALL;11/14/2016 5:01:15 PM;OK;;;OK
63530;2016-11-11 14:39:57;DFURCAS;CLOSED;APOGEO - APOGEO;APOGEO ITS;OFF-2016-099_CC4032009;Italy;Europe;DFURCAS;HP;SERVER;BATTERY Problem;11/18/2016 4:00:00 PM;apogeo;cartinone;BEST_EFFORT;11/22/2016 2:16:10 PM;C;CALL;11/17/2016 2:32:18 PM;OK;;;OK
63525;2016-11-11 12:34:47;LECOINTE;CLOSED;EMERSON NETWORK POWER;EMERSON NETWORK POWER;N/C;Italy;Europe;LECOINTE;NETAPP;STORAGE;HDD problem;11/14/2016 3:00:00 PM;CORRIERE TNT;CORRIERE TNT;H+4 SITE;11/15/2016 10:00:20 AM;C;CALL;11/14/2016 3:17:51 PM;OK;;20009808;OK
63524;2016-11-11 12:18:07;SADDOLORATO;CLOSED;HP - SPM;RFI ROMA;5314889481;Italy;Europe;SADDOLORATO;HP;SERVER;CPU problem;11/17/2016 12:00:00 PM;TNT;Corriere;J+1;2016-12-11 15:41:30;C;CALL;11/18/2016 1:03:01 PM;NOK;;;NOK
63522;2016-11-11 11:59:19;FPARISI;CLOSED;IBM - NIP;ENI BOLOGNA;A25X7CT;Italy;Europe;FPARISI;CISCO;NETWORK;POWER problem;11/14/2016 7:00:00 PM;CM Service;Martinelli;H+4 SITE;11/15/2016 12:30:12 PM;C;CALL;11/15/2016 9:53:43 AM;OK;;;OK
63521;2016-11-11 11:58:55;SADDOLORATO;CLOSED;APOGEO - APOGEO;APOGEO ITS;KINFRAC-6983-ASS277;Italy;Europe;SADDOLORATO;EMC;SERVER;POWER problem;11/15/2016 3:00:00 PM;TNT;Corriere;BEST_EFFORT;11/21/2016 4:15:14 PM;C;CALL;11/16/2016 4:53:33 PM;OK;;;OK
63520;2016-11-11 11:54:12;LECOINTE;CLOSED;TPR;TPR;N/C;Italy;Europe;LECOINTE;STORAGETEK;ROBOTIC;TO BE DEFINED problem;;;;J+1;11/15/2016 11:37:28 AM;C;CALL;11/14/2016 11:44:55 AM;OK;;;OK
63519;2016-11-11 11:33:20;FPARISI;CLOSED;HP - SPM;ASSICURAZIONI GENERALI SPA;5314885874;Italy;Europe;FPARISI;DELL;SERVER;HDD problem;11/15/2016 3:00:00 PM;HP;tecnico HP;J+1;11/15/2016 11:22:15 AM;C;CALL;11/17/2016 9:50:05 AM;OK;;;OK
63518;2016-11-11 11:30:55;FPARISI;CLOSED;HP - SPM;ASSICURAZIONI GENERALI SPA;5314886126;Italy;Europe;FPARISI;DELL;SERVER;HDD problem;11/15/2016 3:00:00 PM;HP;tecnico HP;H+4 SITE;11/14/2016 3:54:26 PM;C;CALL;11/17/2016 9:50:21 AM;OK;;;OK
63517;2016-11-11 11:27:41;SADDOLORATO;CLOSED;IBM - NIP;ANSALDO;;Italy;Europe;SADDOLORATO;HP;SERVER;TO BE DEFINED problem;;;;BEST_EFFORT;11/18/2016 6:00:00 PM;C;CALL;2016-11-11 12:49:36;OK;;;OK
63516;2016-11-11 11:20:08;DFURCAS;CLOSED;HP - SPM;FENDI ITALIA SRL;5314889016;Italy;Europe;SADDOLORATO;LENOVO;SERVER;HDD problem;11/17/2016 7:00:00 PM;fendi;di leo;H+8;11/18/2016 2:19:00 PM;C;CALL;11/17/2016 3:21:43 PM;OK;;;OK
63515;2016-11-11 11:14:53;DFURCAS;CLOSED;MICROGAME - TELECOM ITALIA;MICROGAME - TELECOM ITALIA;NC;Italy;Europe;DFURCAS;DELL;SERVER;HDD problem;11/14/2016 3:00:00 PM;tts;galassi / benedetti;H+4 SITE 24;11/14/2016 4:48:08 PM;C;CALL;11/14/2016 5:02:11 PM;OK;;824LD4J;OK
63513;2016-11-11 10:30:43;LECOINTE;CLOSED;UNLOCKED ITNOVATION SA;UNLOCKED ITNOVATION SA;N/C;Italy;Europe;LECOINTE;IBM;SERVER;TO BE DEFINED problem;11/14/2016 4:00:00 PM;SERVIZI INFORMATICI / ib iralia dcs srl;Alberto Molgora // Vincenzo Chieppa;H+4 SITE;11/14/2016 4:03:50 PM;C;CALL;11/21/2016 10:41:20 AM;OK;;65-9984G;OK
63512;2016-11-11 09:54:00;DFURCAS;CLOSED;INFOTEL - MAGNAGHI AERONAUTICA S.P.A.;INFOTEL - MAGNAGHI AERONAUTICA S.P.A.;NC;Italy;Europe;DFURCAS;HP;SERVER;HDD problem;11/14/2016 6:00:00 PM;assistcom;di pietro / avellino;J+1;11/15/2016 12:50:36 PM;C;CALL;11/14/2016 2:08:42 PM;OK;;CZJ92702V4;OK
63504;2016-10-11 22:12:45;LECOINTE;CLOSED;HP - SPM;TELECOM MILANO;5314873599;Italy;Europe;LECOINTE;IBM;SERVER;TO BE DEFINED problem;11/16/2016 11:00:00 AM;Ib Italia DCS;Vincenzo Chieppa;BEST_EFFORT;11/14/2016 5:00:00 PM;C;CALL;11/17/2016 3:14:11 PM;OK;;KKVLY3V;OK
63502;2016-10-11 22:02:19;LECOINTE;CLOSED;HP - SPM;TELECOM MILANO;5314873380;Italy;Europe;LECOINTE;NETAPP;STORAGE;HDD problem;2016-11-11 19:00:00;IB ITALIA DCS;Vincenzo Chieppa;H+8;11/14/2016 5:00:00 PM;C;CALL;2016-11-11 15:01:30;OK;;20019354;OK
63496;2016-10-11 18:53:16;SADDOLORATO;CLOSED;APOGEO - APOGEO;APOGEO ITS;SUP-506AGFAGEVAERT99;Italy;Europe;SADDOLORATO;IBM;SERVER;BATTERY Problem;;;;J+1;2016-12-11 15:37:21;C;CALL;11/15/2016 5:06:48 PM;NOK;;;NOK
63493;2016-10-11 17:19:03;SADDOLORATO;CLOSED;NWG ITALIA;NWG ITALIA;;Italy;Europe;SADDOLORATO;DELL;SERVER;BATTERY Problem;11/14/2016 5:00:00 PM;TNT;Corriere;BEST_EFFORT;11/21/2016 4:45:13 PM;C;CALL;11/17/2016 3:00:54 PM;OK;;HNHMX4J;OK
63490;2016-10-11 17:05:36;DFURCAS;CLOSED;HP - SPM;TELECOM ORIOLO;5314866413;Italy;Europe;DFURCAS;IBM;SERVER;TO BE DEFINED problem;11/14/2016 5:00:00 PM;ib italia dcs;marro;H+8;11/15/2016 3:43:57 PM;C;CALL;11/14/2016 5:48:14 PM;OK;;;OK
63488;2016-10-11 16:30:54;LECOINTE;CLOSED;TPR;TPR;N/C;Italy;Europe;LECOINTE;EMC;STORAGE;BATTERY Problem;11/16/2016 3:00:00 PM;DHL;Corriere;BEST_EFFORT;11/22/2016 5:45:46 PM;C;CALL;11/16/2016 3:26:20 PM;OK;;;OK
63487;2016-10-11 16:24:47;DFURCAS;CLOSED;CLOUDITALIA - CLOUDITALIA;CLOUDITALIA - CLOUDITALIA;NC;Italy;Europe;DFURCAS;NETAPP;SERVER;HDD problem;11/14/2016 4:00:00 PM;tts;galassi;J+1;2016-12-11 15:10:16;C;CALL;2016-11-11 17:55:45;OK;;200000604498;OK
63485;2016-10-11 15:38:00;DFURCAS;CLOSED;HP - SPM;SKY ROMA;5314863391;Italy;Europe;DFURCAS;HP;SERVER;TO BE DEFINED problem;11/15/2016 5:00:00 PM;sky;Franco Massei;J+1;2016-11-11 16:59:12;C;CALL;11/17/2016 10:16:47 AM;NOK;;;NOK
63482;2016-10-11 15:15:36;FPARISI;CLOSED;APOGEO - APOGEO;APOGEO ITS;SUP-506AGFAGEVAERT98;Italy;Europe;FPARISI;SUN / ORACLE;SERVER;HDD problem;2016-11-11 19:00:00;TNT;Corriere;J+1;2016-12-11 18:57:19;C;CALL;11/14/2016 2:34:35 PM;NOK;;;NOK
63481;2016-10-11 14:36:50;SADDOLORATO;CLOSED;HP - SPM;TELECOM BOLOGNA;5314854930;Italy;Europe;SADDOLORATO;DELL;SERVER;TO BE DEFINED problem;11/14/2016 5:00:00 PM;Omega Sistemi;Alessio Battaglia;BEST_EFFORT;11/21/2016 4:04:26 PM;C;CALL;11/16/2016 4:28:28 PM;OK;;;OK
63475;2016-10-11 13:03:59;FPARISI;CLOSED;TPR;TPR;N/C;Italy;Europe;FPARISI;HP;NETWORK;TO BE DEFINED problem;11/16/2016 7:00:00 PM;FEDEX;Corriere;J+1;2016-11-11 15:30:55;C;CALL;11/16/2016 5:02:34 PM;NOK;;;NOK
63469;2016-10-11 12:23:53;SADDOLORATO;CLOSED;IBM - SIN;IBM - SIN;A25XLRG;Italy;Europe;SADDOLORATO;NOKIA;STORAGE;TO BE DEFINED problem;2016-11-11 12:00:00;Ib Italia DCS;Roberto Vaudi;BEST_EFFORT;11/18/2016 12:23:53 PM;C;CALL;11/17/2016 12:08:48 PM;OK;;;OK
63468;2016-10-11 12:20:06;FPARISI;CLOSED;GRUPPO VENCO - TESCOGO;GRUPPO VENCO;N/C;Italy;Europe;FPARISI;HP;NETWORK;CONTROLLER problem;2016-11-11 18:00:00;TNT;Corriere;J+1;2016-12-11 17:51:08;C;CALL;11/14/2016 11:21:17 AM;OK;;3CL928C137;OK
63467;2016-10-11 11:41:22;DFURCAS;CLOSED;HP - SPM;TELECOM POMEZIA;5314838750;Italy;Europe;DFURCAS;DELL;SERVER;TO BE DEFINED problem;;;;BEST_EFFORT;11/18/2016 11:56:45 AM;C;CALL;2016-10-11 13:29:46;OK;;;OK
63465;2016-10-11 11:28:44;LECOINTE;CLOSED;IT PRIME - ESA-ESRIN;SERCO;N/C;Italy;Europe;LECOINTE;SUN / ORACLE;STORAGE;HDD problem;2016-11-11 15:00:00;TNT;Corriere;J+1;2016-12-11 14:59:56;C;CALL;11/15/2016 1:52:47 PM;OK;;0804EG0061;OK
63450;2016-10-11 09:20:34;FPARISI;CLOSED;APOGEO - APOGEO;APOGEO ITS;SUP-506AGFAGEVAERT96;Italy;Europe;FPARISI;SUN / ORACLE;SERVER;HDD problem;;;;J+1;2016-11-11 11:43:44;C;CALL;2016-10-11 11:50:07;OK;;;OK
63435;2016-09-11 21:50:51;LECOINTE;CLOSED;HP - SPM;ENI GELA;5314838583;Italy;Europe;LECOINTE;DELL;SERVER;HDD problem;11/14/2016 7:00:00 PM;-;Salvatore Arceri;J+1;11/15/2016 7:00:02 PM;C;CALL;11/15/2016 2:43:14 PM;OK;;;OK
63433;2016-09-11 18:54:44;FPARISI;CLOSED;HP - SPM;TELECOM ROMA;5314834723;Italy;Europe;FPARISI;IBM;SERVER;TO BE DEFINED problem;2016-11-11 19:00:00;TTS;Galassi/Benedetti;H+8;11/14/2016 4:40:48 PM;C;CALL;2016-11-11 13:12:08;OK;;KDLGYCD;OK
63429;2016-09-11 17:12:08;DFURCAS;CLOSED;TPR;TPR;NC;Italy;Europe;DFURCAS;DELL;SERVER;MOTHERBOARD problem;;;;J+1;2016-10-11 17:12:08;C;CALL;2016-10-11 14:37:50;OK;;;OK
63425;2016-09-11 16:27:48;DFURCAS;CLOSED;HP - PO CROSS;TELECOM ROMA;5314826322;Italy;Europe;DFURCAS;IBM;SERVER;TO BE DEFINED problem;11/16/2016 3:00:00 PM;ib italia dcs;vaudi;BEST_EFFORT;11/22/2016 9:00:49 AM;C;CALL;11/16/2016 5:43:59 PM;OK;;;OK
63424;2016-09-11 16:25:46;FPARISI;CLOSED;HP - SPM;ENAV ROMA;5314817153;Italy;Europe;FPARISI;CISCO;NETWORK;TO BE DEFINED problem;11/14/2016 6:00:00 PM;TNT;Corriere;BEST_EFFORT;11/18/2016 3:56:11 PM;C;CALL;11/16/2016 2:19:35 PM;OK;;;OK
63422;2016-09-11 16:00:38;FPARISI;DIAGNOSTIC;CONVERGE - CRA;CRA;16115105;Italy;Europe;FPARISI;HP;NETWORK;DRIVE problem;2016-11-11 19:00:00;TECH ROMA;Franco Barnabei;J+1;2016-12-11 18:43:12;O;CALL;;OK;;MXA064607H;
63419;2016-09-11 15:29:26;DFURCAS;CLOSED;PRESENT - INTEROUTE;PRESENT - INTEROUTE;NC;Italy;Europe;DFURCAS;IBM;SERVER;HDD problem;2016-10-11 15:00:00;present;corbetta;J+1;2016-11-11 14:23:13;C;CALL;11/14/2016 2:59:03 PM;OK;;23D1297;OK
63414;2016-09-11 14:52:42;DFURCAS;CLOSED;APOGEO - APOGEO;APOGEO ITS;OFF-2016-099_CC4041239;Italy;Europe;DFURCAS;FUJITSU;SERVER;HDD problem;;;;J+1 SITE;2016-10-11 14:52:42;C;CALL;2016-09-11 14:59:30;OK;;;OK
63412;2016-09-11 14:39:05;FPARISI;CLOSED;HP - SPM;ENAV SEGRATE;5314825791;Italy;Europe;FPARISI;HP;NETWORK;HDD problem;2016-10-11 18:00:00;IB ITALIA DCS;Leonardo Durante;J+1;2016-11-11 16:46:04;C;CALL;2016-11-11 12:35:55;OK;;;OK
63411;2016-09-11 14:21:35;SADDOLORATO;CLOSED;IBM - NIP;ENI AQUILA;A25XL34;Italy;Europe;SADDOLORATO;CISCO;NETWORK;ROUTER SWITCH Problem;2016-09-11 18:00:00;Ib Italia DCS;Francesco Marro;H+4 SITE;2016-10-11 11:48:42;C;CALL;2016-11-11 09:07:57;OK;;;OK
63410;2016-09-11 14:00:08;LECOINTE;CLOSED;APOGEO - APOGEO;APOGEO ITS;PROJ-MGG-ASS5;Italy;Europe;LECOINTE;IBM;SERVER;HDD problem;2016-10-11 15:00:00;CORRIERE TNT;CORRIERE TNT;H+4 SITE;11/14/2016 9:03:00 AM;C;CALL;2016-11-11 17:49:21;OK;;;OK
63409;2016-09-11 13:02:52;FPARISI;CLOSED;HBG CONNEX;HBG CONNEX;N/C;Italy;Europe;FPARISI;HP;NETWORK;HDD problem;2016-10-11 19:00:00;TNT;Corriere;H+4 SITE;11/14/2016 9:49:04 AM;C;CALL;11/14/2016 6:28:14 PM;OK;;GB81001VRW;OK
63408;2016-09-11 12:41:45;FPARISI;SUPPLY CHAIN;TPR;TPR;N/C;Italy;Europe;FPARISI;HITACHI;SERVER;HDD problem;;;;J+1;2016-10-11 12:41:45;O;CALL;;NOK;;;NOK
63404;2016-09-11 12:09:21;FPARISI;CLOSED;HP - SPM;H3G MILANO;5314785066;Italy;Europe;FPARISI;SUN / ORACLE;SERVER;POWER problem;2016-10-11 19:00:00;IB ITALIA DCS;Vincenzo Chieppa;BEST_EFFORT;11/18/2016 5:04:49 PM;C;CALL;11/14/2016 9:07:05 AM;OK;;0402L00-0938L00507;OK
63395;2016-09-11 11:06:57;SADDOLORATO;CLOSED;IBM - MAS BLENDED;SILC SPA;A1SXHH5;Italy;Europe;SADDOLORATO;CISCO;NETWORK;TELEPHONE problem;2016-10-11 17:00:00;TNT;Corriere;J+1;2016-11-11 16:57:28;C;CALL;11/15/2016 9:39:08 AM;OK;;;OK
63393;2016-09-11 10:37:50;DFURCAS;CLOSED;IBM - NIP;ENI BOLOGNA;A25XLFJ;Italy;Europe;DFURCAS;CISCO;SERVER;POWER problem;2016-10-11 16:00:00;CM SERVICE;TECNICI CM SERVICE;H+4 SITE 24;2016-10-11 20:00:10;C;CALL;2016-10-11 16:14:19;OK;;;OK
63392;2016-09-11 10:29:52;DFURCAS;CLOSED;IBM - NIP;ENI TORINO;A25XLF7;Italy;Europe;DFURCAS;CISCO;SERVER;FAN problem;2016-10-11 14:00:00;CHIARELLI;CHIARELLI;H+4 SITE 24;2016-10-11 17:59:49;C;CALL;11/14/2016 9:09:02 AM;OK;;;OK
63390;2016-09-11 09:20:48;SADDOLORATO;CLOSED;NWG ITALIA;NWG ITALIA;;Italy;Europe;SADDOLORATO;DELL;SERVER;HDD problem;2016-10-11 15:00:00;TNT;Corriere;J+1;2016-11-11 14:52:03;C;CALL;2016-11-11 17:29:11;OK;;HNHMX4J;OK
63389;2016-09-11 09:20:45;SADDOLORATO;CLOSED;NWG ITALIA;NWG ITALIA;;Italy;Europe;SADDOLORATO;DELL;SERVER;HDD problem;2016-10-11 15:00:00;TNT;Corriere;J+1;2016-11-11 14:52:24;C;CALL;2016-11-11 17:29:04;OK;;GNHMX4J;OK
