N° Incident;Open Date & Time;Assign To;Status;Customer;End Customer;N° Dossier Client;Country;HUB;Open By;Brend;Model;Component;Planning Date;Partner;Engineer;Couverture / Délais;Date limite;Etat;Groupe de l'opérateur;Close Date & Time;IB_SLA-GTI;IB_SLA-GTR;Serial #;IB_SLA-GBL
63483;2016-10-11 15:29:08;STEPHAN;CLOSED;TF1 - TF1;TF1 - NETAPP;nc;France;Europe;STEPHAN;HP;SERVER;HDD problem;11/14/2016 12:00:00 PM;livraison sur site;client;H+4 SITE 24;11/14/2016 3:41:10 PM;C;DISPATCH WESTERN EUROPE;11/16/2016 11:53:11 AM;OK;;CZJ9310393;OK
63471;2016-10-11 12:39:00;JAYOUB;CLOSED;ALU - FRANCE;NRJ MOBILE;7-0264689;France;Europe;JAYOUB;HP;SERVER;Memory problem;11/24/2016 12:00:00 AM;HDE;ANTOINE FANELLI;H+4 SITE 24;11/21/2016 2:09:32 AM;C;DISPATCH WESTERN EUROPE;11/24/2016 2:05:55 AM;OK;;HP;OK
63466;2016-10-11 11:33:30;JAYOUB;CLOSED;SFIC - SFIC;SFIC;;France;Europe;JAYOUB;HP;SERVER;HDD problem;2016-10-11 15:30:00;SFIC;CLIENT;J+1;2016-11-11 14:03:16;C;DISPATCH WESTERN EUROPE;2016-10-11 17:09:25;OK;;CZC8462RH1;OK
63463;2016-10-11 10:50:46;VSAUVAGE;CLOSED;ERICSSON - FRANCE - BYTEL OSSRC GRAN;ERICSSON - FRANCE;NC;France;Europe;VSAUVAGE;SUN / ORACLE;SERVER;HDD problem;11/22/2016 10:00:00 AM;NEXEYA;Slimane DEROUICHE ou Stéphane LENUD;H+4 SITE 24;11/22/2016 11:04:03 AM;C;DISPATCH WESTERN EUROPE;11/22/2016 4:31:36 PM;OK;;1204FMM03V;OK
63451;2016-10-11 09:33:58;STEPHAN;CLOSED;INSTITUT MUTUALISTE MONTSOURIS - INSTITUT MUTUALISTE MONTSOURIS;INSTITUT MONTSOURIS;NC;France;Europe;STEPHAN;DELL;SERVER;HDD problem;2016-10-11 15:30:00;livraison sur site;client;H+4 SITE 24;2016-10-11 17:48:57;C;DISPATCH WESTERN EUROPE;2016-11-11 08:59:07;OK;;599Z55J;OK
63449;2016-10-11 08:53:19;STEPHAN;CLOSED;BOUYGUES IMMOBILIER - BOUYGUES IMMOBILIER;BOUYGUES IMMOBILIER;NC;France;Europe;STEPHAN;DELL;SERVER;HDD problem;2016-10-11 15:30:00;HDE;ANTOINE FANELLI;H+4 SITE 24;2016-10-11 18:29:48;C;DISPATCH WESTERN EUROPE;2016-11-11 07:29:20;OK;;9GDLV4JÂ;OK
63445;2016-10-11 07:44:08;STEPHAN;CLOSED;GROUPE AIS  - LACROIX SIGNALISATION;LACROIX SIGNALISATION;NC;France;Europe;STEPHAN;HP;STORAGE;HDD problem;11/15/2016 12:00:00 PM;livraison sur site;client;H+4 SITE 24;11/14/2016 2:52:57 PM;C;DISPATCH WESTERN EUROPE;11/18/2016 9:39:10 AM;NOK;;CZJ148031V;NOK
63434;2016-09-11 19:05:36;CHERRIER;CLOSED;ANTESYS - MAISON MEDICAL JEANNE GARNIER;ANTESYS - MAISON MEDICAL JEANNE GARNIER;N/C;France;Europe;CHERRIER;EMC;STORAGE;HDD problem;11/14/2016 11:45:00 AM;livraison sur site;client;H+4 SITE 24;11/14/2016 1:47:48 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 3:24:02 PM;OK;;FCNMM111100079;OK
63431;2016-09-11 17:27:54;CHERRIER;CLOSED;ADITIA LEASE - CS SYSTEMES INFORMATION;CS SYSTEMES INFORMATIONS;N/C;France;Europe;CHERRIER;EMC;STORAGE;HDD problem;11/16/2016 2:00:00 PM;livraison sur site;client;H+4 SITE 24;11/16/2016 4:42:51 PM;C;DISPATCH WESTERN EUROPE;11/23/2016 11:22:43 AM;OK;;5HJ0HH1;OK
63427;2016-09-11 16:41:40;VSAUVAGE;CLOSED;SSCS - ATOS;SSCS - PHILIPS FRANCE;SO 158797;France;Europe;VSAUVAGE;PROMISE TECHNOLOGY;SERVER;HDD problem;11/17/2016 3:00:00 PM;HDE;Antoine FANELLI;BEST_EFFORT;11/18/2016 12:19:14 PM;C;DISPATCH WESTERN EUROPE;11/18/2016 9:26:36 AM;OK;;;OK
63426;2016-09-11 16:39:01;CHERRIER;CLOSED;OBS - ORANGE BUSINESS SERVICES - OBS - ORANGE BUSINESS SERVICES;ORANGE OBS;N/C;France;Europe;CHERRIER;EMC;STORAGE;HDD problem;11/14/2016 10:00:00 AM;HDE;Antoine FANELLI;H+4 SITE 24;11/14/2016 1:23:15 PM;C;DISPATCH WESTERN EUROPE;11/15/2016 11:30:22 AM;OK;;CKM00084700394;OK
63420;2016-09-11 15:33:24;STEPHAN;CLOSED;ATOS - ATOS;CHR NANCY;[Ticket#161109-BS0295];France;Europe;STEPHAN;DELL;SERVER;HDD problem;2016-10-11 12:00:00;livraison sur site;client;J+1;2016-11-11 10:56:29;C;DISPATCH WESTERN EUROPE;2016-11-11 07:49:48;OK;;7L8614J;OK
63418;2016-09-11 15:27:16;STEPHAN;CLOSED;ATOS - ATOS;CHR NANCY;[Ticket#161109-BS0292];France;Europe;STEPHAN;DELL;SERVER;HDD problem;2016-10-11 12:00:00;livraison sur site;client;J+1;2016-10-11 15:27:16;C;DISPATCH WESTERN EUROPE;2016-11-11 07:50:41;OK;;1M8614J;OK
63417;2016-09-11 15:13:28;STEPHAN;CLOSED;ASLEASE - DOCAPOST;ASLEASE - DOCAPOST;nc;France;Europe;STEPHAN;HP;ROBOTIC;DRIVE problem;2016-10-11 14:00:00;tts;.;H+4 SITE 24;2016-10-11 16:55:23;C;DISPATCH WESTERN EUROPE;11/14/2016 8:44:13 AM;OK;;GB8020VXDE;OK
63416;2016-09-11 15:11:27;JAYOUB;CLOSED;DFI  - IMS HEALTH;TRSB;;France;Europe;JAYOUB;HP;SERVER;HDD problem;2016-10-11 11:00:00;TRSB;CLIENT;J+1;2016-11-11 10:58:04;C;DISPATCH WESTERN EUROPE;2016-10-11 15:43:31;OK;;CZJ12108FB;OK
63413;2016-09-11 14:45:26;STEPHAN;CLOSED;SOLUCEO - ASCONNIT CONSULTANTS;ASCONNIT CONSULTANTS;NC;France;Europe;STEPHAN;HP;SERVER;HDD problem;2016-10-11 14:00:00;HDE;Franck ATHLAN;J+1;2016-11-11 12:45:52;C;DISPATCH WESTERN EUROPE;2016-11-11 09:05:04;OK;;CZJ0100BAH;OK
63401;2016-09-11 11:55:55;STEPHAN;CLOSED;APX - IMMOCHAN;IMMOCHAN;I161109_049;France;Europe;STEPHAN;IBM;STORAGE;HDD problem;;;;H+4 SITE 24;11/14/2016 12:21:14 PM;C;DISPATCH WESTERN EUROPE;11/14/2016 8:46:37 AM;OK;;13K0R0K;OK
63399;2016-09-11 11:50:52;CHERRIER;FERME;IBM - SPEIG;IBM - SPEIG;706012H81Y;France;Europe;MAGIC;NETAPP;STORAGE;HDD problem;11/14/2016 2:00:00 PM;HDE;Antoine FANELLI;H+8;11/15/2016 12:39:15 PM;C;EXTERNAL_SUPPORT;11/14/2016 3:31:47 PM;OK;;200000000000;OK
63396;2016-09-11 11:20:09;STEPHAN;CLOSED;BIOTRIAL RESEARCH - BIOTRIAL RESEARCH;BIOTRIAL RESEARCH;NC;France;Europe;STEPHAN;HP;SERVER;HDD problem;2016-10-11 12:00:00;LIVRAISON SUR SITE;CLIENT;H+4 SITE 24;2016-10-11 14:45:32;C;DISPATCH WESTERN EUROPE;2016-10-11 15:19:13;OK;;GB8950CH95;OK
63394;2016-09-11 10:50:49;JAYOUB;CLOSED;ITS OVERLAP - ITAC DHL;ITAC DHL;INC000000368756;France;Europe;JAYOUB;CISCO;NETWORK;POWER problem;2016-09-11 14:30:00;HDE;FATAH;H+4 SITE 24;2016-09-11 18:29:22;C;DISPATCH WESTERN EUROPE;11/14/2016 2:36:41 PM;OK;;FCQ1647Y7KN;OK
